track,artist,valence_tags,arousal_tags,dominance_tags,genre,emotion,tags_with_weights,tag_text
Rewind,Stereophonics,5.827727272727272,3.855454545454545,5.800909090909092,rock,happy,"[('rock', 100), ('alternative rock', 92), ('indie', 68), ('indie rock', 56), ('Stereophonics', 56), ('alternative', 48), ('britpop', 48), ('british', 32), ('Reflective', 24), ('2005', 24), ('One Tree Hill', 24), ('british i like', 20), ('life affirming', 20), ('Friday Night Lights', 16), ('Alternative  Punk', 12), ('Uplifting', 12), ('brit rock', 12), ('great lyrics', 12), ('inspiring', 12), ('rewind', 12)]",rock rock rock rock rock rock rock rock rock rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock indie indie indie indie indie indie indie rock indie rock indie rock indie rock indie rock Stereophonics Stereophonics Stereophonics Stereophonics Stereophonics alternative alternative alternative alternative britpop britpop britpop britpop british british british Reflective Reflective 2005 2005 One Tree Hill One Tree Hill british i like british i like life affirming life affirming Friday Night Lights Alternative  Punk Uplifting brit rock great lyrics inspiring rewind
Supervillian Music,Chilly Gonzales,6.3933333333333335,4.986666666666666,6.3533333333333335,unknown,happy,"[('seen live', 100), ('Canadian', 100), ('male vocalists', 100), ('funny', 100), ('silly', 100)]",seen live seen live seen live seen live seen live seen live seen live seen live seen live seen live Canadian Canadian Canadian Canadian Canadian Canadian Canadian Canadian Canadian Canadian male vocalists male vocalists male vocalists male vocalists male vocalists male vocalists male vocalists male vocalists male vocalists male vocalists funny funny funny funny funny funny funny funny funny funny silly silly silly silly silly silly silly silly silly silly
Resolution 7,FGFC820,3.94,4.36,4.83,ebm,sad,"[('ebm', 100), ('Harsh EBM', 75), ('electronic', 50), ('industrial', 25), ('glitchy', 25), ('Rhythmic Noise', 25), ('gritty', 25), ('totalitarian', 25), ('rotating', 25), ('back voices', 25)]",ebm ebm ebm ebm ebm ebm ebm ebm ebm ebm Harsh EBM Harsh EBM Harsh EBM Harsh EBM Harsh EBM Harsh EBM Harsh EBM electronic electronic electronic electronic electronic industrial industrial glitchy glitchy Rhythmic Noise Rhythmic Noise gritty gritty totalitarian totalitarian rotating rotating back voices back voices
This Time Tomorrow,Rinaldi Sings,5.711775147928994,3.4426627218934907,5.184260355029585,indie pop,happy,"[('Sixties Pop', 100), ('indie pop', 67), ('quirky', 67), ('upbeat', 67), (""60's"", 67), ('northern soul', 67), ('mod', 67), ('sixties', 67), ('60s pop', 67), ('Brit-pop', 67), ('brit pop', 67), ('indie', 34), ('pop', 34), ('happy', 34), ('melodic', 34), ('guitar', 34), ('strings', 34), ('relaxed', 34), ('Retro', 34), ('groovy', 34)]",Sixties Pop Sixties Pop Sixties Pop Sixties Pop Sixties Pop Sixties Pop Sixties Pop Sixties Pop Sixties Pop Sixties Pop indie pop indie pop indie pop indie pop indie pop indie pop quirky quirky quirky quirky quirky quirky upbeat upbeat upbeat upbeat upbeat upbeat 60's 60's 60's 60's 60's 60's northern soul northern soul northern soul northern soul northern soul northern soul mod mod mod mod mod mod sixties sixties sixties sixties sixties sixties 60s pop 60s pop 60s pop 60s pop 60s pop 60s pop Brit-pop Brit-pop Brit-pop Brit-pop Brit-pop Brit-pop brit pop brit pop brit pop brit pop brit pop brit pop indie indie indie pop pop pop happy happy happy melodic melodic melodic guitar guitar guitar strings strings strings relaxed relaxed relaxed Retro Retro Retro groovy groovy groovy
Elusive Rmx,Ms. John Soda,7.273333333333333,3.3766666666666665,6.366666666666666,indie,happy,"[('indie', 100), ('chillout', 75), ('femalevocalistsgdchill', 75), ('electronic', 50), ('warm', 50), ('electronica', 25), ('female', 25), ('pop', 25), ('indie pop', 25), ('indie rock', 25), ('female vocalists', 25), ('downtempo', 25), ('synth pop', 25), ('idm', 25), ('morr music', 25), ('Voice', 25), ('lofi', 25), ('chilled', 25), ('german', 25), ('not bad', 25)]",indie indie indie indie indie indie indie indie indie indie chillout chillout chillout chillout chillout chillout chillout femalevocalistsgdchill femalevocalistsgdchill femalevocalistsgdchill femalevocalistsgdchill femalevocalistsgdchill femalevocalistsgdchill femalevocalistsgdchill electronic electronic electronic electronic electronic warm warm warm warm warm electronica electronica female female pop pop indie pop indie pop indie rock indie rock female vocalists female vocalists downtempo downtempo synth pop synth pop idm idm morr music morr music Voice Voice lofi lofi chilled chilled german german not bad not bad
(A Berlin) Drill,Wire,2.475,1.85,3.38,british,sad,"[('soundtrackgdchill', 100), ('80s', 20), ('british', 20), ('experimental', 20), ('industrial', 20), ('post-punk', 20), ('psychedelic', 20), ('Avant-Garde', 20), ('art punk', 20), ('alternative dance', 20), ('Cerebral', 20), ('PostEverything', 20), ('Acerbic', 20), ('arty', 20), ('whoa', 20)]",soundtrackgdchill soundtrackgdchill soundtrackgdchill soundtrackgdchill soundtrackgdchill soundtrackgdchill soundtrackgdchill soundtrackgdchill soundtrackgdchill soundtrackgdchill 80s 80s british british experimental experimental industrial industrial post-punk post-punk psychedelic psychedelic Avant-Garde Avant-Garde art punk art punk alternative dance alternative dance Cerebral Cerebral PostEverything PostEverything Acerbic Acerbic arty arty whoa whoa
Gold Forever,The Wanted,6.679999999999999,4.37,5.05,pop,happy,"[('pop', 100), ('british', 58), ('the wanted', 58), ('2011', 29), ('UK', 15), ('piano', 15), ('nostalgic', 15), ('male vocalists', 15), ('lovely', 15), ('nostalgia', 15), ('Love it', 15), ('tom', 15), ('boysband', 15), ('makes me sing', 15), ('nathan', 15), ('kocham', 15), ('Massari', 15), ('dream team', 15), ('staring out the window on a road trip', 15), ('dance around the room', 15)]",pop pop pop pop pop pop pop pop pop pop british british british british british the wanted the wanted the wanted the wanted the wanted 2011 2011 UK piano nostalgic male vocalists lovely nostalgia Love it tom boysband makes me sing nathan kocham Massari dream team staring out the window on a road trip dance around the room
Snowfaller,The Church,7.95,6.95,7.21,unknown,happy,"[('Psychedelia', 100), ('Best of 2005', 100), ('exciting', 100), ('grandiose', 100), ('echoey-achey', 100), ('icy winter', 100), ('severe beauty', 100)]",Psychedelia Psychedelia Psychedelia Psychedelia Psychedelia Psychedelia Psychedelia Psychedelia Psychedelia Psychedelia Best of 2005 Best of 2005 Best of 2005 Best of 2005 Best of 2005 Best of 2005 Best of 2005 Best of 2005 Best of 2005 Best of 2005 exciting exciting exciting exciting exciting exciting exciting exciting exciting exciting grandiose grandiose grandiose grandiose grandiose grandiose grandiose grandiose grandiose grandiose echoey-achey echoey-achey echoey-achey echoey-achey echoey-achey echoey-achey echoey-achey echoey-achey echoey-achey echoey-achey icy winter icy winter icy winter icy winter icy winter icy winter icy winter icy winter icy winter icy winter severe beauty severe beauty severe beauty severe beauty severe beauty severe beauty severe beauty severe beauty severe beauty severe beauty
Ralph the Carpenter,Mike Warnke,2.816666666666667,5.1866666666666665,4.076666666666667,spoken word,sad,"[('fat', 100), ('spoken word', 100), ('christian', 100), ('fake', 100), ('lies', 100), ('greed', 100), ('stealing', 100), ('misc', 100), ('theft', 100), ('white', 100), ('bad', 100), ('money', 100), ('satan', 100), ('trickster', 100), ('All', 100), ('ccm', 100), ('mike', 100), ('troll', 100), ('deception', 100), ('shark', 100)]",fat fat fat fat fat fat fat fat fat fat spoken word spoken word spoken word spoken word spoken word spoken word spoken word spoken word spoken word spoken word christian christian christian christian christian christian christian christian christian christian fake fake fake fake fake fake fake fake fake fake lies lies lies lies lies lies lies lies lies lies greed greed greed greed greed greed greed greed greed greed stealing stealing stealing stealing stealing stealing stealing stealing stealing stealing misc misc misc misc misc misc misc misc misc misc theft theft theft theft theft theft theft theft theft theft white white white white white white white white white white bad bad bad bad bad bad bad bad bad bad money money money money money money money money money money satan satan satan satan satan satan satan satan satan satan trickster trickster trickster trickster trickster trickster trickster trickster trickster trickster All All All All All All All All All All ccm ccm ccm ccm ccm ccm ccm ccm ccm ccm mike mike mike mike mike mike mike mike mike mike troll troll troll troll troll troll troll troll troll troll deception deception deception deception deception deception deception deception deception deception shark shark shark shark shark shark shark shark shark shark
Over My Head,Moloko,4.1795,2.8274999999999997,3.783,trip-hop,sad,"[('trip-hop', 100), ('electronic', 82), ('female vocalists', 38), ('Moloko', 38), ('british i like', 32), ('british', 19), ('alternative', 19), ('dance', 13), ('quirky', 13), ('trip hop', 13), ('3l3ktr0 ch1x', 13), ('electro', 7), ('groove', 7), ('90s', 7), ('Avant-Garde', 7), ('trippy', 7), ('down beat', 7), ('sleeping music', 7), ('Gotan', 7), ('easylistening', 7)]",trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop electronic electronic electronic electronic electronic electronic electronic electronic female vocalists female vocalists female vocalists Moloko Moloko Moloko british i like british i like british i like british alternative dance quirky trip hop 3l3ktr0 ch1x
Threads,This Will Destroy You,5.689814814814815,4.316111111111112,5.139814814814815,post-rock,happy,"[('post-rock', 100), ('instrumental', 79), ('ambient', 38), ('post rock', 36), ('beautiful', 26), ('atmospheric', 14), ('experimental', 12), ('emotional', 12), ('melancholic', 10), ('epic', 8), ('this has destroyed me', 7), ('indie', 6), ('intense', 6), ('magic song', 6), ('grey storia', 6), ('Mellow', 5), ('postrock', 5), ('make me high', 5), ('alternative', 4), ('american', 4)]",post-rock post-rock post-rock post-rock post-rock post-rock post-rock post-rock post-rock post-rock instrumental instrumental instrumental instrumental instrumental instrumental instrumental ambient ambient ambient post rock post rock post rock beautiful beautiful atmospheric experimental emotional melancholic
Alles dreht sich,Mangara,7.17,6.33,6.62,electronic,happy,"[('electronic', 100), ('electronica', 100), ('pop', 100), ('downtempo', 100), ('electro', 100), ('tricky', 100), ('deutsch', 100), ('Passionate', 100), ('great', 100), ('elektro', 100), ('Berlin', 100), ('good', 100), ('soulful', 100), ('vienna', 100), ('synths', 100), ('headphone', 100), ('shutup and listen', 100), ('berlienna', 100), ('spannend', 100)]",electronic electronic electronic electronic electronic electronic electronic electronic electronic electronic electronica electronica electronica electronica electronica electronica electronica electronica electronica electronica pop pop pop pop pop pop pop pop pop pop downtempo downtempo downtempo downtempo downtempo downtempo downtempo downtempo downtempo downtempo electro electro electro electro electro electro electro electro electro electro tricky tricky tricky tricky tricky tricky tricky tricky tricky tricky deutsch deutsch deutsch deutsch deutsch deutsch deutsch deutsch deutsch deutsch Passionate Passionate Passionate Passionate Passionate Passionate Passionate Passionate Passionate Passionate great great great great great great great great great great elektro elektro elektro elektro elektro elektro elektro elektro elektro elektro Berlin Berlin Berlin Berlin Berlin Berlin Berlin Berlin Berlin Berlin good good good good good good good good good good soulful soulful soulful soulful soulful soulful soulful soulful soulful soulful vienna vienna vienna vienna vienna vienna vienna vienna vienna vienna synths synths synths synths synths synths synths synths synths synths headphone headphone headphone headphone headphone headphone headphone headphone headphone headphone shutup and listen shutup and listen shutup and listen shutup and listen shutup and listen shutup and listen shutup and listen shutup and listen shutup and listen shutup and listen berlienna berlienna berlienna berlienna berlienna berlienna berlienna berlienna berlienna berlienna spannend spannend spannend spannend spannend spannend spannend spannend spannend spannend
West L.A. Fadeaway,Grateful Dead,3.3033333333333332,3.423333333333333,5.556666666666667,classic rock,sad,"[('classic rock', 100), ('80s', 34), ('blues', 34), ('heard on Pandora', 34), ('jam band', 34), ('loved', 17), ('folkrock', 17), ('places', 17), ('Jam Bands', 17), ('1987', 17), ('grateful dead', 17), ('TANGLED UP IN BLUE', 17), ('lazy', 17), ('sweet and neato sounds', 17), ('splintered sunlight', 17), ('Roaming the Globe', 17), ('Lone Palm Coffee', 17)]",classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock classic rock 80s 80s 80s blues blues blues heard on Pandora heard on Pandora heard on Pandora jam band jam band jam band loved folkrock places Jam Bands 1987 grateful dead TANGLED UP IN BLUE lazy sweet and neato sounds splintered sunlight Roaming the Globe Lone Palm Coffee
Beautiful,Joydrop,4.893333333333334,3.6,5.011666666666667,rock,sad,"[('rock', 100), ('alternative rock', 75), ('Canadian', 75), ('joydrop', 38), ('Soundtrack', 25), ('alternative', 25), ('female vocalists', 25), ('beautiful', 25), ('90s', 25), ('4 Stars', 25), ('Guitar-Based', 25), ('seen live', 13), ('pop', 13), ('favorite songs', 13), ('dark', 13), ('me', 13), ('Mellow Rock', 13), ('feminist', 13), ('female vocals', 13), ('Uplifting', 13)]",rock rock rock rock rock rock rock rock rock rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock Canadian Canadian Canadian Canadian Canadian Canadian Canadian joydrop joydrop joydrop Soundtrack Soundtrack alternative alternative female vocalists female vocalists beautiful beautiful 90s 90s 4 Stars 4 Stars Guitar-Based Guitar-Based seen live pop favorite songs dark me Mellow Rock feminist female vocals Uplifting
Dviese prieglobstyje nakties,Grad_U,5.27,4.095,4.905,ambient,happy,"[('ambient', 100), ('beautiful', 100), ('atmospheric', 100), ('creme de la creme', 100), ('clinical', 100), ('lithuanian', 100), ('Ambient Techno', 100), ('metro downtempo', 100), ('Torquemada', 100), ('seasplash', 100)]",ambient ambient ambient ambient ambient ambient ambient ambient ambient ambient beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric creme de la creme creme de la creme creme de la creme creme de la creme creme de la creme creme de la creme creme de la creme creme de la creme creme de la creme creme de la creme clinical clinical clinical clinical clinical clinical clinical clinical clinical clinical lithuanian lithuanian lithuanian lithuanian lithuanian lithuanian lithuanian lithuanian lithuanian lithuanian Ambient Techno Ambient Techno Ambient Techno Ambient Techno Ambient Techno Ambient Techno Ambient Techno Ambient Techno Ambient Techno Ambient Techno metro downtempo metro downtempo metro downtempo metro downtempo metro downtempo metro downtempo metro downtempo metro downtempo metro downtempo metro downtempo Torquemada Torquemada Torquemada Torquemada Torquemada Torquemada Torquemada Torquemada Torquemada Torquemada seasplash seasplash seasplash seasplash seasplash seasplash seasplash seasplash seasplash seasplash
